#ts enqueued_b enqueued_t,visible=1,subplot=2 bwe,visible=1,subplot=1 cur,visible=1,subplot=1 level,visible=1,subplot=3 max_level player_status,visible=1,subplot=3 paused_time downloaded_bytes cpu,visible=1,subplot=4 mem,visible=1,subplot=5 rss vms ts_start_req ts_stop_req alpha view q0,visible=0 q1,visible=0 q2,visible=0
#Host: 10.73.0.27
1569315812.31 0 0.000 0.000 218750 0 2 0 0.000 0 0.000 0.536 43905024.000 342044672.000 -1.000 -1.000 0 0 218750 406250 781250
1569315812.41 0 0.000 0.000 218750 0 2 0 0.000 0 9.091 0.539 44187648.000 342179840.000 1569315812.313 -1.000 0 0 218750 406250 781250
1569315812.52 0 0.000 0.000 218750 0 2 0 0.000 0 10.000 0.541 44380160.000 342462464.000 1569315812.313 -1.000 0 0 218750 406250 781250
1569315812.62 0 0.000 0.000 218750 0 2 0 0.000 0 10.000 0.543 44548096.000 342605824.000 1569315812.313 -1.000 0 0 218750 406250 781250
1569315812.72 0 0.000 0.000 218750 0 2 0 0.000 0 20.000 0.545 44732416.000 342749184.000 1569315812.313 -1.000 0 0 218750 406250 781250
1569315812.82 0 0.000 0.000 218750 0 2 0 0.000 0 20.000 0.547 44900352.000 342892544.000 1569315812.313 -1.000 0 0 218750 406250 781250
1569315812.92 0 0.000 0.000 218750 0 2 0 0.000 0 10.000 0.549 45084672.000 343035904.000 1569315812.313 -1.000 0 0 218750 406250 781250
1569315813.03 0 0.000 0.000 218750 0 2 0 0.000 0 10.000 0.551 45252608.000 343322624.000 1569315812.313 -1.000 0 0 218750 406250 781250
1569315813.13 0 0.000 0.000 218750 0 2 0 0.000 0 9.091 0.554 45432832.000 343465984.000 1569315812.313 -1.000 0 0 218750 406250 781250
1569315813.23 0 0.000 0.000 218750 0 2 0 0.000 0 20.000 0.556 45604864.000 343609344.000 1569315812.313 -1.000 0 0 218750 406250 781250
1569315813.33 0 0.000 0.000 218750 0 2 0 0.000 0 20.000 0.558 45776896.000 343752704.000 1569315812.313 -1.000 0 0 218750 406250 781250
1569315813.43 0 0.000 0.000 218750 0 2 0 0.000 0 10.000 0.558 45961216.000 343896064.000 1569315812.313 -1.000 0 0 218750 406250 781250
1569315813.53 0 0.000 0.000 218750 0 2 0 0.000 0 18.182 0.562 46264320.000 344145920.000 1569315812.313 -1.000 0 0 218750 406250 781250
1569315813.64 0 0.000 0.000 218750 0 2 0 0.000 0 10.000 0.555 45625344.000 343633920.000 1569315812.313 -1.000 0 0 218750 406250 781250
1569315813.74 0 0.000 0.000 218750 0 2 0 0.000 0 40.000 0.548 45150208.000 342929408.000 1569315812.313 -1.000 0 0 218750 406250 781250
1569315813.84 815149 3.967 579589.340 218750 0 2 0 0.000 863296 50.000 0.578 47501312.000 343830528.000 1569315813.804 1569315813.802 0 0 218750 406250 781250
#Host: 10.73.0.27
1569315813.94 815149 3.967 579589.340 218750 0 2 0 0.000 863296 10.000 0.578 47591424.000 343830528.000 1569315813.804 1569315813.802 0 0 218750 406250 781250
1569315814.04 815149 3.967 579589.340 218750 0 2 0 0.000 863296 10.000 0.578 47591424.000 343830528.000 1569315813.945 1569315813.802 0 0 218750 406250 781250
1569315814.14 815149 3.967 579589.340 218750 0 2 0 0.000 863296 10.000 0.578 47591424.000 343830528.000 1569315813.945 1569315813.802 0 0 218750 406250 781250
1569315814.25 815149 3.967 579589.340 218750 0 2 0 0.000 863296 18.182 0.578 47591424.000 343830528.000 1569315813.945 1569315813.802 0 0 218750 406250 781250
